Gene,Phylogeographic tree,Name of species,Position in ASM,Bootstrap mean,Least-Square distance
../datasets/small_seq.fasta,WS10M,OM739053,7100_7299,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,7200_7399,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,7200_7399,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,7200_7399,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,7200_7399,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,7200_7399,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,7300_7499,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,7300_7499,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,7300_7499,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,7300_7499,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,7300_7499,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,7400_7599,87.0,2.22
../datasets/small_seq.fasta,test_var2,OM739053,7400_7599,87.0,2.46
../datasets/small_seq.fasta,QV2M,OM739053,7400_7599,87.0,3.53
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,7400_7599,87.0,3.43
../datasets/small_seq.fasta,WS10M,OM739053,7400_7599,87.0,3.59
../datasets/small_seq.fasta,test_var1,OM739053,7500_7699,90.0,2.2
../datasets/small_seq.fasta,test_var2,OM739053,7500_7699,90.0,2.43
../datasets/small_seq.fasta,QV2M,OM739053,7500_7699,90.0,3.5
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,7500_7699,90.0,3.4
../datasets/small_seq.fasta,WS10M,OM739053,7500_7699,90.0,3.56
../datasets/small_seq.fasta,test_var1,OM739053,7600_7799,100.0,2.22
../datasets/small_seq.fasta,test_var2,OM739053,7600_7799,100.0,2.46
../datasets/small_seq.fasta,QV2M,OM739053,7600_7799,100.0,3.54
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,7600_7799,100.0,3.43
../datasets/small_seq.fasta,WS10M,OM739053,7600_7799,100.0,3.6
../datasets/small_seq.fasta,test_var1,OM739053,7700_7899,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,7700_7899,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,7700_7899,100.0,3.54
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,7700_7899,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,7700_7899,100.0,3.6
../datasets/small_seq.fasta,test_var1,OM739053,7800_7999,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,7800_7999,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,7800_7999,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,7800_7999,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,7800_7999,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,7900_8099,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,7900_8099,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,7900_8099,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,7900_8099,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,7900_8099,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,8000_8199,89.0,2.2
../datasets/small_seq.fasta,test_var2,OM739053,8000_8199,89.0,2.44
../datasets/small_seq.fasta,QV2M,OM739053,8000_8199,89.0,3.52
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,8000_8199,89.0,3.41
../datasets/small_seq.fasta,WS10M,OM739053,8000_8199,89.0,3.58
../datasets/small_seq.fasta,test_var1,OM739053,8100_8299,85.5,2.2
../datasets/small_seq.fasta,test_var2,OM739053,8100_8299,85.5,2.44
../datasets/small_seq.fasta,QV2M,OM739053,8100_8299,85.5,3.52
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,8100_8299,85.5,3.41
../datasets/small_seq.fasta,WS10M,OM739053,8100_8299,85.5,3.58
../datasets/small_seq.fasta,test_var1,OM739053,8200_8399,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,8200_8399,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,8200_8399,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,8200_8399,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,8200_8399,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,8300_8499,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,8300_8499,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,8300_8499,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,8300_8499,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,8300_8499,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,8500_8699,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,8500_8699,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,8500_8699,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,8500_8699,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,8500_8699,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,8400_8599,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,8400_8599,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,8400_8599,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,8400_8599,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,8400_8599,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,8600_8799,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,8600_8799,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,8600_8799,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,8600_8799,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,8600_8799,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,8700_8899,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,8700_8899,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,8700_8899,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,8700_8899,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,8700_8899,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,8800_8999,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,8800_8999,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,8800_8999,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,8800_8999,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,8800_8999,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,8900_9099,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,8900_9099,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,8900_9099,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,8900_9099,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,8900_9099,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,9000_9199,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,9000_9199,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,9000_9199,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,9000_9199,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,9000_9199,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,9100_9299,83.0,2.19
../datasets/small_seq.fasta,test_var2,OM739053,9100_9299,83.0,2.4
../datasets/small_seq.fasta,QV2M,OM739053,9100_9299,83.0,3.47
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,9100_9299,83.0,3.39
../datasets/small_seq.fasta,WS10M,OM739053,9100_9299,83.0,3.53
../datasets/small_seq.fasta,test_var1,OM739053,9200_9399,85.0,2.2
../datasets/small_seq.fasta,test_var2,OM739053,9200_9399,85.0,2.44
../datasets/small_seq.fasta,QV2M,OM739053,9200_9399,85.0,3.52
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,9200_9399,85.0,3.41
../datasets/small_seq.fasta,WS10M,OM739053,9200_9399,85.0,3.58
../datasets/small_seq.fasta,test_var1,OM739053,9300_9499,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,9300_9499,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,9300_9499,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,9300_9499,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,9300_9499,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,9400_9599,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,9400_9599,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,9400_9599,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,9400_9599,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,9400_9599,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,9500_9699,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,9500_9699,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,9500_9699,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,9500_9699,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,9500_9699,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,9600_9799,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,9600_9799,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,9600_9799,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,9600_9799,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,9600_9799,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,9700_9899,83.0,2.22
../datasets/small_seq.fasta,test_var2,OM739053,9700_9899,83.0,2.46
../datasets/small_seq.fasta,QV2M,OM739053,9700_9899,83.0,3.53
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,9700_9899,83.0,3.43
../datasets/small_seq.fasta,WS10M,OM739053,9700_9899,83.0,3.59
../datasets/small_seq.fasta,test_var1,OM739053,9800_9999,84.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,9800_9999,84.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,9800_9999,84.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,9800_9999,84.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,9800_9999,84.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,9900_10099,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,9900_10099,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,9900_10099,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,9900_10099,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,9900_10099,100.0,3.61
../datasets/small_seq.fasta,test_var1,OU471040,10000_10199,92.5,3.94
../datasets/small_seq.fasta,test_var2,OU471040,10000_10199,92.5,4.01
../datasets/small_seq.fasta,QV2M,OU471040,10000_10199,92.5,3.39
../datasets/small_seq.fasta,PRECTOTCORR,OU471040,10000_10199,92.5,3.33
../datasets/small_seq.fasta,WS10M,OU471040,10000_10199,92.5,2.98
../datasets/small_seq.fasta,test_var1,OU471040,10100_10299,93.0,3.94
../datasets/small_seq.fasta,test_var2,OU471040,10100_10299,93.0,4.01
../datasets/small_seq.fasta,QV2M,OU471040,10100_10299,93.0,3.39
../datasets/small_seq.fasta,PRECTOTCORR,OU471040,10100_10299,93.0,3.34
../datasets/small_seq.fasta,WS10M,OU471040,10100_10299,93.0,2.99
../datasets/small_seq.fasta,test_var1,OM739053,10200_10399,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,10200_10399,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,10200_10399,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10200_10399,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,10200_10399,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,10300_10499,100.0,2.22
../datasets/small_seq.fasta,test_var2,OM739053,10300_10499,100.0,2.46
../datasets/small_seq.fasta,QV2M,OM739053,10300_10499,100.0,3.53
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10300_10499,100.0,3.43
../datasets/small_seq.fasta,WS10M,OM739053,10300_10499,100.0,3.59
../datasets/small_seq.fasta,test_var1,OM739053,10400_10599,100.0,2.2
../datasets/small_seq.fasta,test_var2,OM739053,10400_10599,100.0,2.44
../datasets/small_seq.fasta,QV2M,OM739053,10400_10599,100.0,3.52
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10400_10599,100.0,3.41
../datasets/small_seq.fasta,WS10M,OM739053,10400_10599,100.0,3.58
../datasets/small_seq.fasta,test_var1,OM739053,10500_10699,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,10500_10699,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,10500_10699,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10500_10699,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,10500_10699,100.0,3.61
../datasets/small_seq.fasta,test_var1,OU471040,12000_12036,57.0,2.9
../datasets/small_seq.fasta,test_var2,OU471040,12000_12036,57.0,2.84
../datasets/small_seq.fasta,QV2M,OU471040,12000_12036,57.0,2.68
../datasets/small_seq.fasta,PRECTOTCORR,OU471040,12000_12036,57.0,2.78
../datasets/small_seq.fasta,WS10M,OU471040,12000_12036,57.0,0.78
../datasets/small_seq.fasta,test_var1,OM739053,10600_10799,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,10600_10799,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,10600_10799,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10600_10799,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,10600_10799,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,10700_10899,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,10700_10899,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,10700_10899,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10700_10899,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,10700_10899,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,10800_10999,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,10800_10999,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,10800_10999,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10800_10999,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,10800_10999,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,10900_11099,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,10900_11099,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,10900_11099,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10900_11099,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,10900_11099,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,11000_11199,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,11000_11199,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,11000_11199,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,11000_11199,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,11000_11199,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,11100_11299,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,11100_11299,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,11100_11299,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,11100_11299,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,11100_11299,100.0,3.61
../datasets/small_seq.fasta,test_var1,ON134852,11200_11399,78.0,3.65
../datasets/small_seq.fasta,test_var2,ON134852,11200_11399,78.0,3.3
../datasets/small_seq.fasta,QV2M,ON134852,11200_11399,78.0,3.57
../datasets/small_seq.fasta,PRECTOTCORR,ON134852,11200_11399,78.0,1.74
../datasets/small_seq.fasta,WS10M,ON134852,11200_11399,78.0,3.65
../datasets/small_seq.fasta,test_var1,ON134852,11300_11499,67.0,3.63
../datasets/small_seq.fasta,test_var2,ON134852,11300_11499,67.0,3.29
../datasets/small_seq.fasta,QV2M,ON134852,11300_11499,67.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,ON134852,11300_11499,67.0,1.71
../datasets/small_seq.fasta,WS10M,ON134852,11300_11499,67.0,3.63
../datasets/small_seq.fasta,test_var1,OU471040,11900_12036,80.5,3.13
../datasets/small_seq.fasta,test_var2,OU471040,11900_12036,80.5,3.16
../datasets/small_seq.fasta,QV2M,OU471040,11900_12036,80.5,2.98
../datasets/small_seq.fasta,PRECTOTCORR,OU471040,11900_12036,80.5,2.55
../datasets/small_seq.fasta,WS10M,OU471040,11900_12036,80.5,2.04
../datasets/small_seq.fasta,test_var1,OM739053,11400_11599,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,11400_11599,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,11400_11599,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,11400_11599,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,11400_11599,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,11500_11699,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,11500_11699,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,11500_11699,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,11500_11699,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,11500_11699,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,11600_11799,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,11600_11799,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,11600_11799,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,11600_11799,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,11600_11799,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,11700_11899,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,11700_11899,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,11700_11899,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,11700_11899,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,11700_11899,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,11800_11999,83.0,2.12
../datasets/small_seq.fasta,test_var2,OM739053,11800_11999,83.0,2.18
../datasets/small_seq.fasta,QV2M,OM739053,11800_11999,83.0,3.2
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,11800_11999,83.0,3.2
../datasets/small_seq.fasta,WS10M,OM739053,11800_11999,83.0,3.25
../datasets/small_seq.fasta,test_var1,ON129429,0_199,87.0,2.94
../datasets/small_seq.fasta,test_var2,ON129429,0_199,87.0,3.21
../datasets/small_seq.fasta,QV2M,ON129429,0_199,87.0,3.46
../datasets/small_seq.fasta,PRECTOTCORR,ON129429,0_199,87.0,1.48
../datasets/small_seq.fasta,WS10M,ON129429,0_199,87.0,2.78
../datasets/small_seq.fasta,test_var1,OM739053,100_299,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,100_299,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,100_299,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,100_299,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,100_299,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,200_399,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,200_399,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,200_399,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,200_399,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,200_399,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,300_499,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,300_499,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,300_499,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,300_499,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,300_499,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,400_599,100.0,2.2
../datasets/small_seq.fasta,test_var2,OM739053,400_599,100.0,2.43
../datasets/small_seq.fasta,QV2M,OM739053,400_599,100.0,3.5
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,400_599,100.0,3.4
../datasets/small_seq.fasta,WS10M,OM739053,400_599,100.0,3.56
../datasets/small_seq.fasta,test_var1,OM739053,500_699,77.5,2.15
../datasets/small_seq.fasta,test_var2,OM739053,500_699,77.5,2.34
../datasets/small_seq.fasta,QV2M,OM739053,500_699,77.5,3.41
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,500_699,77.5,3.34
../datasets/small_seq.fasta,WS10M,OM739053,500_699,77.5,3.47
../datasets/small_seq.fasta,test_var1,OM739053,600_799,76.0,2.1
../datasets/small_seq.fasta,test_var2,OM739053,600_799,76.0,2.27
../datasets/small_seq.fasta,QV2M,OM739053,600_799,76.0,3.2
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,600_799,76.0,3.29
../datasets/small_seq.fasta,WS10M,OM739053,600_799,76.0,3.26
../datasets/small_seq.fasta,test_var1,OM739053,700_899,78.5,2.16
../datasets/small_seq.fasta,test_var2,OM739053,700_899,78.5,2.37
../datasets/small_seq.fasta,QV2M,OM739053,700_899,78.5,3.44
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,700_899,78.5,3.35
../datasets/small_seq.fasta,WS10M,OM739053,700_899,78.5,3.5
../datasets/small_seq.fasta,test_var1,ON134852,800_999,94.5,3.74
../datasets/small_seq.fasta,test_var2,ON134852,800_999,94.5,3.39
../datasets/small_seq.fasta,QV2M,ON134852,800_999,94.5,3.68
../datasets/small_seq.fasta,PRECTOTCORR,ON134852,800_999,94.5,1.85
../datasets/small_seq.fasta,WS10M,ON134852,800_999,94.5,3.76
../datasets/small_seq.fasta,test_var1,ON134852,900_1099,92.5,3.75
../datasets/small_seq.fasta,test_var2,ON134852,900_1099,92.5,3.45
../datasets/small_seq.fasta,QV2M,ON134852,900_1099,92.5,3.74
../datasets/small_seq.fasta,PRECTOTCORR,ON134852,900_1099,92.5,1.91
../datasets/small_seq.fasta,WS10M,ON134852,900_1099,92.5,3.82
../datasets/small_seq.fasta,test_var1,OM739053,1000_1199,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,1000_1199,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,1000_1199,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,1000_1199,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,1000_1199,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,1100_1299,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,1100_1299,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,1100_1299,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,1100_1299,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,1100_1299,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,1200_1399,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,1200_1399,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,1200_1399,100.0,3.55
